File Name 	 Maths Operator Count (Approx)
W:/blois_soft_vob/Software/Appli/fqd/src/FQD_Calc_Nrm_Pilo1_Dmnd.c 	 23
W:/blois_soft_vob/Software/Appli/itd/src/ITD_Calc_Nrm_Main_Dmnd.c 	 23
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_rvd_ton_calc.c 	 23
src/hwi/hwi_autosar/src/Mcu.c 	 25
W:/blois_soft_vob/Software/Appli/icv/src/icv_air_pres_p1_swap.c 	 26
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_indicated_torque_calc.c 	 26
W:/blois_soft_vob/Software/Appli/fqd/src/FQD_Itd_Calc_Pulses_Config.c 	 26
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_reduced_torque_calc.c 	 26
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_egr_fdb_pos_calc.c 	 26
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_launch_rvd_pulse.c 	 27
src/s_s/s_s_scheduler/src/s_s_scheduler.c 	 27
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_idle_setpoint_calc.c 	 27
src/appli/_Appli/src/application_stub.c 	 28
W:/blois_soft_vob/Software/Appli/itd/src/ITD_Enabling_Dmnd.c 	 28
W:/blois_soft_vob/Software/P_L/p_l_pwm_output/src/p_l_pwm_output_imv_ol_drv.c 	 29
src/hwi/hwi_core/src/hwi_adc.c 	 29
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_driver_torque_calc.c 	 29
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/P_L_Railp_Tooth_Meas.c 	 29
W:/blois_soft_vob/Software/Appli/icv/src/icv_calc_veh_speed_data.c 	 30
W:/blois_soft_vob/Software/P_L/p_l_amf/src/P_L_Amf_Calc.c 	 30
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cds/src/p_l_cds_c2i.c 	 31
src/hwi/hwi_core/src/hwi_event_capture.c 	 32
src/p_l/p_l_aps/src/p_l_aps_crank_store.c 	 32
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_eval_pending_pulse.c 	 33
src/hwi/hwi_autosar/src/Dio.c 	 33
W:/blois_soft_vob/Software/Appli/icv/src/ICV_Calculate_Gear_Output.c 	 34
src/hwi/hwi_core/src/hwi_pwm.c 	 35
W:/blois_soft_vob/Software/Appli/smc/src/smc_determine_engine_state.c 	 35
src/hwi/hwi_core/src/hwi_vsep.c 	 35
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_add_pls_pg_buf.c 	 36
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_boost_pres_calc.c 	 36
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/P_L_Railp_Pulse_Delta_Calc.c 	 37
W:/blois_soft_vob/Software/Appli/acm/src/ACM_Thrtl_Cntrl.c 	 40
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_injection_sub.c 	 40
W:/blois_soft_vob/Software/Appli/icv/src/ICV_Calculate_Gear_Data.c 	 40
W:/blois_soft_vob/Software/Appli/t_d/src/T_D_Var_System_Calc.c 	 41
W:/blois_soft_vob/Software/Appli/acm/src/ACM_Egr_Valve_Pos_Cntrl.c 	 42
W:/blois_soft_vob/Software/Appli/acm/src/ACM_Vgt_Boost_Dmnd_Calc.c 	 42
W:/blois_soft_vob/Software/Appli/rpc/src/rpc_imv_temp_calc.c 	 44
src/hwi/hwi_core/src/hwi_nvm_spi.c 	 44
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/f_m_log_library.c 	 45
W:/blois_soft_vob/Software/Appli/c_c/src/c_c_air_cond_cntrl.c 	 45
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/F_M_Log_Fault.c 	 45
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_brc_res_meas_calc.c 	 46
W:/blois_soft_vob/Software/P_L/p_l_pwm_output/src/p_l_pwm_output_hpv_cl_drv.c 	 46
src/hwi/hwi_autosar/src/Can.c 	 47
W:/blois_soft_vob/Software/Appli/acm/src/ACM_Amf_Feedback_Corr_Calc.c 	 47
src/appli/i_c/i_c_spc/src/I_C_Spc_Speed_Acq.c 	 47
W:/blois_soft_vob/Software/P_L/p_l_event_input/src/p_l_calc_bal_delta_speed.c 	 49
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/F_M_Deter_Flt_Tst_State.c 	 50
W:/blois_soft_vob/Software/Appli/acm/src/ACM_Egr_Pos_Dmnd_Calc.c 	 50
src/hwi/hwi_core/src/hwi_can.c 	 51
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_egr_thrtl_feedback_calc.c 	 52
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cds/src/p_l_cds_sup.c 	 53
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/I_C_Calc_Ton_Estimated.c 	 54
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_ckl/p_l_ckl_kws/src/p_l_ckl_kws_receive.c 	 54
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_aos_torque_calc.c 	 54
src/hwi/hwi_core/src/hwi_event_generation.c 	 55
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/i_c_calc_c2i_pulse_offset.c 	 56
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/f_m_function_library.c 	 58
W:/blois_soft_vob/Software/Appli/fqd/src/FQD_Enabling_Dmnd.c 	 59
W:/blois_soft_vob/Software/Appli/rpc/src/rpc_bkg_async_calc.c 	 59
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cc/p_l_cc_dcan/src/p_l_cc_dcan_nl.c 	 61
W:/blois_soft_vob/Software/Appli/rpc/src/RPC_Vlc_Control.c 	 61
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_idle_governor.c 	 62
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/i_c_inj_sub.c 	 63
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/I_C_Calc_Ton_Corrected.c 	 65
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/i_c_cylp_sync_calc.c 	 65
src/appli/i_c/i_c_spc/src/I_C_Spc_Trim_Process.c 	 69
W:/blois_soft_vob/Software/Appli/sac/src/sac_glow_plug_control.c 	 72
W:/blois_soft_vob/Software/Appli/dti/src/dti_allocate_output_data.c 	 73
W:/blois_soft_vob/Software/Appli/acm/src/ACM_Amf_Cor_Lrn.c 	 74
W:/blois_soft_vob/Software/P_L/p_l_amf/src/P_L_Amf_Filt_Corr_Calc.c 	 74
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_launch_pulse.c 	 78
src/hwi/hwi_core/src/hwi_spi.c 	 78
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_adtrig_new_trig.c 	 82
W:/blois_soft_vob/Software/P_L/p_l_hbridge_output/src/P_L_Hbridge_Std_Output_Diag.c 	 87
W:/blois_soft_vob/Software/Appli/rpc/src/RPC_Hp_Async_Cntrl.c 	 88
W:/blois_soft_vob/Software/Appli/itd/src/ITD_Calc_Nrm_Pilo1_Dmnd.c 	 90
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cds/src/p_l_cds_dt.c 	 94
src/hwi/hwi_core/src/hwi_sci.c 	 94
src/hwi/hwi_core/src/hwi_diagnostics.c 	 95
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/i_c_balance_injectors.c 	 101
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_max_torque_calc.c 	 105
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/I_C_Allocate_Pulse_Dmnd.c 	 113
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_adtrig_callback.c 	 118
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_adtrig_server.c 	 119
src/hwi/hwi_core/src/hwi_sol.c 	 129
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/I_C_Mdp_Corr_Map_Update.c 	 129
W:/blois_soft_vob/Software/P_L/p_l_nvm/src/p_l_nvm_server.c 	 131
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cds/src/p_l_cds_data_conv.c 	 132
W:/blois_soft_vob/Software/_Software/src/lib_crypto_des.c 	 137
src/appli/i_c/i_c_spc/src/I_C_Spc_Manager.c 	 138
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_driver_torque_filter.c 	 149
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/I_C_Calc_Pulse_Ton.c 	 152
W:/blois_soft_vob/Software/Appli/rpc/src/rpc_imv_async_cntrl.c 	 157
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_ckl/p_l_ckl_kws/src/p_l_ckl_kws_cntrl.c 	 158
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/f_m_update_fault_log.c 	 162
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cds/src/p_l_cds_ident.c 	 164
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/I_C_Calc_Pulse_Timing_Pos.c 	 166
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/I_C_Calc_Pulse_Link.c 	 196
W:/blois_soft_vob/Software/P_L/p_l_c2i_encoding/src/p_l_c2i_expander.c 	 197
W:/blois_soft_vob/Software/Appli/acm/src/acm_vgt_cntrl.c 	 198
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cc/p_l_cc_ccp/src/p_l_cc_ccp_services.c 	 204
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cds/src/p_l_cds_esd.c 	 207
src/hwi/hwi_autosar/src/Pwm.c 	 210
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_gen_pulse_tables.c 	 211
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cds/src/p_l_cds_obd.c 	 281
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cds/src/p_l_cds_fm.c 	 288
W:/blois_soft_vob/Software/_Software/src/lib_map.c 	 332
src/hwi/hwi_autosar/src/Adc.c 	 334
W:/blois_soft_vob/Software/Appli/t_d/src/T_D_Var_System_Limit_Calc.c 	 356
W:/blois_soft_vob/Software/_Software/src/lib_table.c 	 368
src/appli/i_c/i_c_spc/src/I_C_Spc_Speed_Process.c 	 376
src/hwi/hwi_autosar/src/Spi.c 	 429
W:/blois_soft_vob/Software/_Software/src/lib_filter.c 	 935
W:/blois_soft_vob/Software/_Software/src/lib_macros.c 	 1920
